"","Adipocytes","B_cells","Chondrocytes","DC","Endothelial_cells","Eosinophils","Epithelial_cells","Erythrocytes","Fibroblasts","HSC","Keratinocytes","Macrophages","Melanocytes","Mesangial_cells","Monocytes","Myocytes","Neurons","Neutrophils","NK_cells","Pericytes","Skeletal_muscle","Smooth_muscle_cells","T_cells"
"1402",NA,NA,NA,NA,NA,NA,"TNFRSF10D",NA,"TXN2",NA,NA,NA,NA,"RNF126",NA,NA,NA,NA,NA,NA,NA,"GPRC5B",NA
"1403",NA,NA,NA,NA,NA,NA,"HRAS",NA,"C1ORF21",NA,NA,NA,NA,"SNRPN",NA,NA,NA,NA,NA,NA,NA,"GSTA4",NA
"1404",NA,NA,NA,NA,NA,NA,"MGMT",NA,"GLO1",NA,NA,NA,NA,"C19ORF48",NA,NA,NA,NA,NA,NA,NA,"NRXN2",NA
"1405",NA,NA,NA,NA,NA,NA,"NACC1",NA,"RARG",NA,NA,NA,NA,"CDCA4",NA,NA,NA,NA,NA,NA,NA,"PIM1",NA
"1406",NA,NA,NA,NA,NA,NA,"NEBL",NA,"TCF4",NA,NA,NA,NA,"CLCF1",NA,NA,NA,NA,NA,NA,NA,"ACAP2",NA
"1407",NA,NA,NA,NA,NA,NA,"SMAD3",NA,"TJP1",NA,NA,NA,NA,"IPO5",NA,NA,NA,NA,NA,NA,NA,"HIST1H3A",NA
"1408",NA,NA,NA,NA,NA,NA,"ZBTB34",NA,"AP3S1",NA,NA,NA,NA,"RARRES2",NA,NA,NA,NA,NA,NA,NA,"IFI44L",NA
"1409",NA,NA,NA,NA,NA,NA,"ADAMTS6",NA,"RPS19BP1",NA,NA,NA,NA,"ATXN2L",NA,NA,NA,NA,NA,NA,NA,"MFSD12",NA
"1410",NA,NA,NA,NA,NA,NA,"AVPI1",NA,"SNX9",NA,NA,NA,NA,"C15ORF39",NA,NA,NA,NA,NA,NA,NA,"MGAT2",NA
"1411",NA,NA,NA,NA,NA,NA,"EDIL3",NA,"ZBTB20",NA,NA,NA,NA,"TSPYL5",NA,NA,NA,NA,NA,NA,NA,"SEMA5A",NA
"1412",NA,NA,NA,NA,NA,NA,"EFEMP2",NA,"TCTEX1D2",NA,NA,NA,NA,"ZSWIM7",NA,NA,NA,NA,NA,NA,NA,"TMEM14A",NA
"1413",NA,NA,NA,NA,NA,NA,"TMOD3",NA,"TGIF1",NA,NA,NA,NA,"ACTBL2",NA,NA,NA,NA,NA,NA,NA,"ACO1",NA
"1414",NA,NA,NA,NA,NA,NA,"EPB41L4A",NA,"TOMM5",NA,NA,NA,NA,"MLLT11",NA,NA,NA,NA,NA,NA,NA,"EMILIN2",NA
"1415",NA,NA,NA,NA,NA,NA,"GALNT5",NA,"C12ORF76",NA,NA,NA,NA,"NOTCH2",NA,NA,NA,NA,NA,NA,NA,"SNRPF",NA
"1416",NA,NA,NA,NA,NA,NA,"MSLN",NA,"TNS3",NA,NA,NA,NA,"PNPLA4",NA,NA,NA,NA,NA,NA,NA,"CCDC136",NA
"1417",NA,NA,NA,NA,NA,NA,"PDE10A",NA,"PFKFB4",NA,NA,NA,NA,"TMBIM1",NA,NA,NA,NA,NA,NA,NA,"FNDC4",NA
"1418",NA,NA,NA,NA,NA,NA,"ADCY7",NA,"ARHGAP18",NA,NA,NA,NA,"C1R",NA,NA,NA,NA,NA,NA,NA,"MEX3D",NA
"1419",NA,NA,NA,NA,NA,NA,"CTAGE5",NA,"CEP55",NA,NA,NA,NA,"EFNA4",NA,NA,NA,NA,NA,NA,NA,"MLF1",NA
"1420",NA,NA,NA,NA,NA,NA,"NDUFB2",NA,"CSNK2B",NA,NA,NA,NA,"NPY1R",NA,NA,NA,NA,NA,NA,NA,"PYCARD",NA
"1421",NA,NA,NA,NA,NA,NA,"SLC6A8",NA,"FOXRED2",NA,NA,NA,NA,"ROR1",NA,NA,NA,NA,NA,NA,NA,"ZNF654",NA
"1422",NA,NA,NA,NA,NA,NA,"TRIM16",NA,"ZNF395",NA,NA,NA,NA,"WDR54",NA,NA,NA,NA,NA,NA,NA,"PDXK",NA
"1423",NA,NA,NA,NA,NA,NA,"ZNF292",NA,"MAP1S",NA,NA,NA,NA,"CDR2L",NA,NA,NA,NA,NA,NA,NA,"PGM3",NA
"1424",NA,NA,NA,NA,NA,NA,"AURKA",NA,"MED10",NA,NA,NA,NA,"CLN6",NA,NA,NA,NA,NA,NA,NA,"TTYH3",NA
"1425",NA,NA,NA,NA,NA,NA,"N4BP1",NA,"PDE7B",NA,NA,NA,NA,"COX5A",NA,NA,NA,NA,NA,NA,NA,"SLC25A1",NA
"1426",NA,NA,NA,NA,NA,NA,"TEAD2",NA,"PQLC3",NA,NA,NA,NA,"KIF20A",NA,NA,NA,NA,NA,NA,NA,"TMTC4",NA
"1427",NA,NA,NA,NA,NA,NA,"ANLN",NA,"TTC39C",NA,NA,NA,NA,"SEMA3B",NA,NA,NA,NA,NA,NA,NA,"HIST2H4A",NA
"1428",NA,NA,NA,NA,NA,NA,"MITF",NA,"EFNB1",NA,NA,NA,NA,"SYNE2",NA,NA,NA,NA,NA,NA,NA,"KIF20A",NA
"1429",NA,NA,NA,NA,NA,NA,"PNN",NA,"ITGAE",NA,NA,NA,NA,"TWF2",NA,NA,NA,NA,NA,NA,NA,"LONP1",NA
"1430",NA,NA,NA,NA,NA,NA,"CYB5A",NA,"RPP25",NA,NA,NA,NA,"ACBD6",NA,NA,NA,NA,NA,NA,NA,"TMEM144",NA
"1431",NA,NA,NA,NA,NA,NA,"NAT14",NA,"TNFRSF1B",NA,NA,NA,NA,"DLG3",NA,NA,NA,NA,NA,NA,NA,"CD68",NA
"1432",NA,NA,NA,NA,NA,NA,"WIPF1",NA,"RPL35",NA,NA,NA,NA,"GADD45A",NA,NA,NA,NA,NA,NA,NA,"FTX",NA
"1433",NA,NA,NA,NA,NA,NA,"CORO1C",NA,"CD59",NA,NA,NA,NA,"MGMT",NA,NA,NA,NA,NA,NA,NA,"IL6",NA
"1434",NA,NA,NA,NA,NA,NA,"TC2N",NA,"HIST2H4A",NA,NA,NA,NA,"SH3BP2",NA,NA,NA,NA,NA,NA,NA,"S100A10",NA
"1435",NA,NA,NA,NA,NA,NA,"ZNF805",NA,"LRRC32",NA,NA,NA,NA,"VEPH1",NA,NA,NA,NA,NA,NA,NA,"CAT",NA
"1436",NA,NA,NA,NA,NA,NA,"ATP13A1",NA,"AES",NA,NA,NA,NA,"ARHGEF10L",NA,NA,NA,NA,NA,NA,NA,"MAZ",NA
"1437",NA,NA,NA,NA,NA,NA,"CKS2",NA,"CCDC8",NA,NA,NA,NA,"INPPL1",NA,NA,NA,NA,NA,NA,NA,"ORAI2",NA
"1438",NA,NA,NA,NA,NA,NA,"CTXN1",NA,"CSF1",NA,NA,NA,NA,"PPIA",NA,NA,NA,NA,NA,NA,NA,"RGPD6",NA
"1439",NA,NA,NA,NA,NA,NA,"KIAA0895",NA,"GAS7",NA,NA,NA,NA,"BAIAP2L1",NA,NA,NA,NA,NA,NA,NA,"SDF2L1",NA
"1440",NA,NA,NA,NA,NA,NA,"NDFIP2",NA,"MAGEH1",NA,NA,NA,NA,"BCL9",NA,NA,NA,NA,NA,NA,NA,"ZNF702P",NA
"1441",NA,NA,NA,NA,NA,NA,"PNPLA8",NA,"PGRMC1",NA,NA,NA,NA,"MTA2",NA,NA,NA,NA,NA,NA,NA,"CCDC144A",NA
"1442",NA,NA,NA,NA,NA,NA,"ADAP1",NA,"CMAHP",NA,NA,NA,NA,"RIPK2",NA,NA,NA,NA,NA,NA,NA,"ZNF503",NA
"1443",NA,NA,NA,NA,NA,NA,"CFDP1",NA,"FLI1",NA,NA,NA,NA,"SLC4A4",NA,NA,NA,NA,NA,NA,NA,"IFI27",NA
"1444",NA,NA,NA,NA,NA,NA,"LIFR",NA,"HMGN1",NA,NA,NA,NA,"SMAD3",NA,NA,NA,NA,NA,NA,NA,"MCL1",NA
"1445",NA,NA,NA,NA,NA,NA,"TCTEX1D2",NA,"MCAM",NA,NA,NA,NA,"C9ORF116",NA,NA,NA,NA,NA,NA,NA,"PSMG4",NA
"1446",NA,NA,NA,NA,NA,NA,"HMG20B",NA,"PPFIBP1",NA,NA,NA,NA,"CSRP2",NA,NA,NA,NA,NA,NA,NA,"ZNF766",NA
"1447",NA,NA,NA,NA,NA,NA,"KRT5",NA,"PWP2",NA,NA,NA,NA,"EVC",NA,NA,NA,NA,NA,NA,NA,"ARMCX3",NA
"1448",NA,NA,NA,NA,NA,NA,"RAI1",NA,"BMPR1A",NA,NA,NA,NA,"FES",NA,NA,NA,NA,NA,NA,NA,"ETS2",NA
"1449",NA,NA,NA,NA,NA,NA,"RPL26",NA,"ERCC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMGCR",NA
"1450",NA,NA,NA,NA,NA,NA,"TGFB1",NA,"MIEN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYAL2",NA
"1451",NA,NA,NA,NA,NA,NA,"FUT8",NA,"RPS19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOTCH2",NA
"1452",NA,NA,NA,NA,NA,NA,"HDAC1",NA,"SCN9A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYNRIN",NA
"1453",NA,NA,NA,NA,NA,NA,"PLEKHG6",NA,"SPIN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPS19",NA
"1454",NA,NA,NA,NA,NA,NA,"ABCD1",NA,"VEGFC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOX4",NA
"1455",NA,NA,NA,NA,NA,NA,"ACAT2",NA,"ARID5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMP3",NA
"1456",NA,NA,NA,NA,NA,NA,"ANTXR1",NA,"GPRC5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4HB",NA
"1457",NA,NA,NA,NA,NA,NA,"MTM1",NA,"NUCB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMD9",NA
"1458",NA,NA,NA,NA,NA,NA,"NAGS",NA,"PRR13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSPN",NA
"1459",NA,NA,NA,NA,NA,NA,"H1FX",NA,"WWTR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGAP29",NA
"1460",NA,NA,NA,NA,NA,NA,"PMS2P4",NA,"SEPHS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FMOD",NA
"1461",NA,NA,NA,NA,NA,NA,"ZNF654",NA,"CCND2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SASH1",NA
"1462",NA,NA,NA,NA,NA,NA,"ANK3",NA,"PCDHGA10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLFN5",NA
"1463",NA,NA,NA,NA,NA,NA,"CMTM6",NA,"RPSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBC1D23",NA
"1464",NA,NA,NA,NA,NA,NA,"GSTO2",NA,"VAT1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUB1",NA
"1465",NA,NA,NA,NA,NA,NA,"NR2F2",NA,"ABHD14B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDCP1",NA
"1466",NA,NA,NA,NA,NA,NA,"TTC22",NA,"CLIP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIF3CL",NA
"1467",NA,NA,NA,NA,NA,NA,"WNT5A",NA,"MAP4K2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIF1C",NA
"1468",NA,NA,NA,NA,NA,NA,"LPCAT1",NA,"PTK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U2AF2",NA
"1469",NA,NA,NA,NA,NA,NA,"TCIRG1",NA,"CPS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRELD2",NA
"1470",NA,NA,NA,NA,NA,NA,"UBFD1",NA,"IGF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIF1A",NA
"1471",NA,NA,NA,NA,NA,NA,"VPS4B",NA,"POPDC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SERPINB6",NA
"1472",NA,NA,NA,NA,NA,NA,"CENPV",NA,"SH3BP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPHK1",NA
"1473",NA,NA,NA,NA,NA,NA,"GGH",NA,"SLC35F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNFAIP8L3",NA
"1474",NA,NA,NA,NA,NA,NA,"NXT2",NA,"AK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIM23",NA
"1475",NA,NA,NA,NA,NA,NA,"PTPRJ",NA,"CAMTA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF418",NA
"1476",NA,NA,NA,NA,NA,NA,"TSPAN14",NA,"MARVELD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APLP1",NA
"1477",NA,NA,NA,NA,NA,NA,"MBOAT2",NA,"MGAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDO1",NA
"1478",NA,NA,NA,NA,NA,NA,"MFSD6",NA,"SPATA18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEA15",NA
"1479",NA,NA,NA,NA,NA,NA,"PFKL",NA,"TEAD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SBDSP1",NA
"1480",NA,NA,NA,NA,NA,NA,"RABGAP1",NA,"FKBP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARMCX1",NA
"1481",NA,NA,NA,NA,NA,NA,"FGD6",NA,"IGFBP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFI27L1",NA
"1482",NA,NA,NA,NA,NA,NA,"LAMP1",NA,"SH3BP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIPG",NA
"1483",NA,NA,NA,NA,NA,NA,"LPAR2",NA,"ARF5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHA4",NA
"1484",NA,NA,NA,NA,NA,NA,"PDXK",NA,"EML1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC2A3",NA
"1485",NA,NA,NA,NA,NA,NA,"SQRDL",NA,"ATP2B4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPB41L1",NA
"1486",NA,NA,NA,NA,NA,NA,"TNFRSF25",NA,"ETS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIFC3",NA
"1487",NA,NA,NA,NA,NA,NA,"WEE1",NA,"PHLDA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDON",NA
"1488",NA,NA,NA,NA,NA,NA,"ATG10",NA,"PPP6C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLPTM1L",NA
"1489",NA,NA,NA,NA,NA,NA,"BLMH",NA,"BCL2L2-PABPN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDNRA",NA
"1490",NA,NA,NA,NA,NA,NA,"GCA",NA,"CORO1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNA11",NA
"1491",NA,NA,NA,NA,NA,NA,"GPC6",NA,"PTPRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM200B",NA
"1492",NA,NA,NA,NA,NA,NA,"SBDSP1",NA,"RAB4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTC3",NA
"1493",NA,NA,NA,NA,NA,NA,"ATP8B1",NA,"TGM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS3ST3A1",NA
"1494",NA,NA,NA,NA,NA,NA,"DBNDD1",NA,"VDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDIA6",NA
"1495",NA,NA,NA,NA,NA,NA,"MYL6B",NA,"SLC16A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPA1",NA
"1496",NA,NA,NA,NA,NA,NA,"TRAF4",NA,"SUB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCDC66",NA
"1497",NA,NA,NA,NA,NA,NA,"U2SURP",NA,"TYMS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IER3",NA
"1498",NA,NA,NA,NA,NA,NA,"RAB11FIP5",NA,"AIM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1PR3",NA
"1499",NA,NA,NA,NA,NA,NA,"SH2D4A",NA,"CC2D1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YIPF2",NA
"1500",NA,NA,NA,NA,NA,NA,"TNS1",NA,"DPCD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGEF6",NA
"1501",NA,NA,NA,NA,NA,NA,"EFNA4",NA,"MLF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHSRP",NA
"1502",NA,NA,NA,NA,NA,NA,"MRPS24",NA,"ZSWIM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIF16B",NA
"1503",NA,NA,NA,NA,NA,NA,"PLEKHA2",NA,"FAM20C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAD1L1",NA
"1504",NA,NA,NA,NA,NA,NA,"PPDPF",NA,"IFFO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZDHHC17",NA
"1505",NA,NA,NA,NA,NA,NA,"PTMS",NA,"MCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AKNA",NA
"1506",NA,NA,NA,NA,NA,NA,"ST3GAL1",NA,"TBC1D23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOXF1",NA
"1507",NA,NA,NA,NA,NA,NA,"C9ORF69",NA,"ABHD14A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GABPB2",NA
"1508",NA,NA,NA,NA,NA,NA,"CCDC122",NA,"ROBO3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRP6",NA
"1509",NA,NA,NA,NA,NA,NA,"CHAC1",NA,"SLC16A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYPLAL1",NA
"1510",NA,NA,NA,NA,NA,NA,"IGFBP5",NA,"DCXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIPSNAP1",NA
"1511",NA,NA,NA,NA,NA,NA,"PYGB",NA,"ARRB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOM1L1",NA
"1512",NA,NA,NA,NA,NA,NA,"TRIB1",NA,"MTHFD1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DYNC1I2",NA
"1513",NA,NA,NA,NA,NA,NA,"ARHGAP23",NA,"SHMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRAS",NA
"1514",NA,NA,NA,NA,NA,NA,"KCNK1",NA,"USP9Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BNC2",NA
"1515",NA,NA,NA,NA,NA,NA,"KIF23",NA,"ZNF592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDIT3",NA
"1516",NA,NA,NA,NA,NA,NA,"SBF1",NA,"ACO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRVI1",NA
"1517",NA,NA,NA,NA,NA,NA,"XPNPEP1",NA,"MEG8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOMO2",NA
"1518",NA,NA,NA,NA,NA,NA,"ZC3H8",NA,"PLCD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABCC4",NA
"1519",NA,NA,NA,NA,NA,NA,"ROBO1",NA,"PLD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIF3E",NA
"1520",NA,NA,NA,NA,NA,NA,"KLHL13",NA,"RRAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPB41L2",NA
"1521",NA,NA,NA,NA,NA,NA,"OPLAH",NA,"RSL1D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EVC",NA
"1522",NA,NA,NA,NA,NA,NA,"REC8",NA,"TBL1X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M6PR",NA
"1523",NA,NA,NA,NA,NA,NA,"SESN1",NA,"TRAPPC6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNF130",NA
"1524",NA,NA,NA,NA,NA,NA,"SH3BP2",NA,"PRIM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPL23AP82",NA
"1525",NA,NA,NA,NA,NA,NA,"TWF2",NA,"SLC12A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGK1",NA
"1526",NA,NA,NA,NA,NA,NA,"ZWINT",NA,"SYDE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNX18",NA
"1527",NA,NA,NA,NA,NA,NA,"GPT2",NA,"ZNF558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP2U1",NA
"1528",NA,NA,NA,NA,NA,NA,"ING2",NA,"EFS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPN1",NA
"1529",NA,NA,NA,NA,NA,NA,"RELL1",NA,"ELOVL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM69A",NA
"1530",NA,NA,NA,NA,NA,NA,"SLC25A39",NA,"FOXP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FJX1",NA
"1531",NA,NA,NA,NA,NA,NA,"CARD6",NA,"GRK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIST1H2AK",NA
"1532",NA,NA,NA,NA,NA,NA,"COBLL1",NA,"PRNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARD3B",NA
"1533",NA,NA,NA,NA,NA,NA,"COL8A1",NA,"TBX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCDHGB7",NA
"1534",NA,NA,NA,NA,NA,NA,"ELOVL5",NA,"UHRF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STAT6",NA
"1535",NA,NA,NA,NA,NA,NA,"EPHA4",NA,"WIZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STK11",NA
"1536",NA,NA,NA,NA,NA,NA,"MYO10",NA,"AKR7A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THBS3",NA
"1537",NA,NA,NA,NA,NA,NA,"PSMD14",NA,"SCYL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF558",NA
"1538",NA,NA,NA,NA,NA,NA,"COX7C",NA,"TRANK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADAMTS12",NA
"1539",NA,NA,NA,NA,NA,NA,"FAM107B",NA,"CLCF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C12ORF57",NA
"1540",NA,NA,NA,NA,NA,NA,"HIST1H2BJ",NA,"FNDC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDUFA2",NA
"1541",NA,NA,NA,NA,NA,NA,"INF2",NA,"GALM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TJP1",NA
"1542",NA,NA,NA,NA,NA,NA,"NID2",NA,"GSTM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C14ORF132",NA
"1543",NA,NA,NA,NA,NA,NA,"TMEM147",NA,"HS6ST1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COA5",NA
"1544",NA,NA,NA,NA,NA,NA,"COL5A1",NA,"SMARCA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FKBP14",NA
"1545",NA,NA,NA,NA,NA,NA,"EIF4E",NA,"APH1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRMT1",NA
"1546",NA,NA,NA,NA,NA,NA,"ETHE1",NA,"CDK14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAB11FIP5",NA
"1547",NA,NA,NA,NA,NA,NA,"GALNT7",NA,"CROT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STON1",NA
"1548",NA,NA,NA,NA,NA,NA,"MMP2",NA,"MARCKSL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAX",NA
"1549",NA,NA,NA,NA,NA,NA,"PARP14",NA,"SLC25A23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNX7",NA
"1550",NA,NA,NA,NA,NA,NA,"TTC39C",NA,"TCEAL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPATA18",NA
"1551",NA,NA,NA,NA,NA,NA,"ZC3H4",NA,"GGCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNM2",NA
"1552",NA,NA,NA,NA,NA,NA,"CKS1B",NA,"RUVBL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCC",NA
"1553",NA,NA,NA,NA,NA,NA,"MCTP1",NA,"RXRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDK",NA
"1554",NA,NA,NA,NA,NA,NA,"SSRP1",NA,"SERPINB6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDUFA13",NA
"1555",NA,NA,NA,NA,NA,NA,"TSPAN12",NA,"JUP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SESN1",NA
"1556",NA,NA,NA,NA,NA,NA,"ACTB",NA,"BNIP3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSPA4L",NA
"1557",NA,NA,NA,NA,NA,NA,"BMP1",NA,"CPNE7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRRC37B",NA
"1558",NA,NA,NA,NA,NA,NA,"KDSR",NA,"TXNDC17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LZTS2",NA
"1559",NA,NA,NA,NA,NA,NA,"MRAS",NA,"PURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID1",NA
"1560",NA,NA,NA,NA,NA,NA,"RPL22",NA,"SERF1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAB23",NA
"1561",NA,NA,NA,NA,NA,NA,"YIPF4",NA,"TOB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOLIM4",NA
